"name","Rk","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Gls","Ast","G.A","G.PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG.xAG","PrgC","PrgP","PrgR","G.A.PK","xG.xAG","Rk_stats_shooting","Nation_stats_shooting","Pos_stats_shooting","Comp_stats_shooting","Age_stats_shooting","Born_stats_shooting","X90s_stats_shooting","Gls_stats_shooting","Sh","SoT","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","PK_stats_shooting","PKatt_stats_shooting","xG_stats_shooting","npxG_stats_shooting","npxG.Sh","G.xG","np.G.xG","Rk_stats_passing","Nation_stats_passing","Pos_stats_passing","Comp_stats_passing","Age_stats_passing","Born_stats_passing","X90s_stats_passing","Cmp","Att","Cmp.","TotDist","PrgDist","Ast_stats_passing","xAG_stats_passing","xA","A.xAG","KP","X1.3","PPA","CrsPA","PrgP_stats_passing","Rk_stats_passing_types","Nation_stats_passing_types","Pos_stats_passing_types","Comp_stats_passing_types","Age_stats_passing_types","Born_stats_passing_types","X90s_stats_passing_types","Att_stats_passing_types","Live","Dead","FK_stats_passing_types","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp_stats_passing_types","Off","Blocks","Rk_stats_gca","Nation_stats_gca","Pos_stats_gca","Comp_stats_gca","Age_stats_gca","Born_stats_gca","X90s_stats_gca","SCA","SCA90","PassLive","PassDead","TO","Sh_stats_gca","Fld","Def","GCA","GCA90","Rk_stats_defense","Nation_stats_defense","Pos_stats_defense","Comp_stats_defense","Age_stats_defense","Born_stats_defense","X90s_stats_defense","Tkl","TklW","Def.3rd","Mid.3rd","Att.3rd","Att_stats_defense","Tkl.","Lost","Blocks_stats_defense","Sh_stats_defense","Pass","Int","Tkl.Int","Clr","Err","Rk_stats_possession","Nation_stats_possession","Pos_stats_possession","Comp_stats_possession","Age_stats_possession","Born_stats_possession","X90s_stats_possession","Touches","Def.Pen","Def.3rd_stats_possession","Mid.3rd_stats_possession","Att.3rd_stats_possession","Att.Pen","Live_stats_possession","Att_stats_possession","Succ","Succ.","Tkld","Tkld.","Carries","TotDist_stats_possession","PrgDist_stats_possession","PrgC_stats_possession","X1.3_stats_possession","CPA","Mis","Dis","Rec","PrgR_stats_possession","Rk_stats_playing_time","Nation_stats_playing_time","Pos_stats_playing_time","Comp_stats_playing_time","Age_stats_playing_time","Born_stats_playing_time","MP_stats_playing_time","Min_stats_playing_time","Mn.MP","Min.","X90s_stats_playing_time","Starts_stats_playing_time","Mn.Start","Compl","Subs","Mn.Sub","unSub","PPM","onG","onGA","X...","X...90","On.Off","onxG","onxGA","xG...","xG...90","Rk_stats_misc","Nation_stats_misc","Pos_stats_misc","Comp_stats_misc","Age_stats_misc","Born_stats_misc","X90s_stats_misc","CrdY_stats_misc","CrdR_stats_misc","X2CrdY","Fls","Fld_stats_misc","Off_stats_misc","Crs_stats_misc","Int_stats_misc","TklW_stats_misc","PKwon","PKcon","OG","Recov","Won","Lost_stats_misc","Won.","Rk_stats_keeper","Nation_stats_keeper","Pos_stats_keeper","Comp_stats_keeper","Age_stats_keeper","Born_stats_keeper","MP_stats_keeper","Starts_stats_keeper","Min_stats_keeper","X90s_stats_keeper","GA","GA90","SoTA","Saves","Save.","W","D","L","CS","CS.","PKatt_stats_keeper","PKA","PKsv","PKm","Rk_stats_keeper_adv","Nation_stats_keeper_adv","Pos_stats_keeper_adv","Comp_stats_keeper_adv","Age_stats_keeper_adv","Born_stats_keeper_adv","X90s_stats_keeper_adv","GA_stats_keeper_adv","PKA_stats_keeper_adv","FK_stats_keeper_adv","CK_stats_keeper_adv","OG_stats_keeper_adv","PSxG","PSxG.SoT","PSxG...","X.90","Cmp_stats_keeper_adv","Att_stats_keeper_adv","Cmp._stats_keeper_adv","Att..GK.","Thr","Launch.","AvgLen","Opp","Stp","Stp.","X.OPA","X.OPA.90","AvgDist","player_id","player_slug","player_name","player_image_url","name_in_home_country","date_of_birth","place_of_birth","country_of_birth","height","citizenship","is_eu","position","main_position","foot","current_club_id","current_club_name","joined","contract_expires","outfitter","social_media_url","player_agent_id","player_agent_name","contract_option","date_of_last_contract_extension","on_loan_from_club_id","on_loan_from_club_name","contract_there_expires","second_club_url","second_club_name","third_club_url","third_club_name","fourth_club_url","fourth_club_name","date_of_death","date_unix","value","date"
"Seko Fofana",913,"ci CIV","MF","Rennes","fr Ligue 1",29,1995,16,9,844,9.4,1,1,2,1,0,0,3,0,1.8,1.8,1.2,2.9,32,72,38,0.21,0.31,913,"ci CIV","MF","fr Ligue 1",29,1995,9.4,1,24,6,25,2.56,0.64,0.04,0.17,21.2,0,0,0,1.8,1.8,0.07,-0.8,-0.8,913,"ci CIV","MF","fr Ligue 1",29,1995,9.4,499,552,90.4,7498,1759,1,1.2,1,-0.2,13,38,13,2,72,913,"ci CIV","MF","fr Ligue 1",29,1995,9.4,552,541,9,7,1,9,5,2,0,0,0,0,499,2,5,913,"ci CIV","MF","fr Ligue 1",29,1995,9.4,32,3.41,27,0,1,3,1,0,2,0.21,913,"ci CIV","MF","fr Ligue 1",29,1995,9.4,11,7,4,6,1,7,28.6,5,7,1,6,7,18,7,0,913,"ci CIV","MF","fr Ligue 1",29,1995,9.4,640,11,80,360,204,25,640,24,12,50,11,45.8,394,2234,1132,32,18,5,9,6,514,38,1130,"ci CIV","MF","fr Ligue 1",29,1995,16,844,53,27.6,9.4,9,71,2,7,29,1,1.31,15,16,-1,-0.11,-0.19,17.8,14.4,3.3,0.35,913,"ci CIV","MF","fr Ligue 1",29,1995,9.4,3,0,0,9,7,2,5,7,7,0,0,0,42,7,3,70,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182893,"seko-fofana","Seko Fofana (182893)","https://img.a.transfermarkt.technology/portrait/header/182893-1653394911.jpg","Seko Mohamed Fofana","1995-05-07","Paris","Cote d'Ivoire",185,"Cote d'Ivoire  France","True","Midfield - Central Midfield","Midfield","right",273,"Stade Rennais FC","2025-01-01","2029-06-30","","http://twitter.com/SekoFofana",1881,"Sport Cover","","",NA,"","","","","","","","","","2025-06-02",1e+07,2025-06-02
"Sebastian Nanasi",1855,"se SWE","MF","Strasbourg","fr Ligue 1",22,2002,31,26,2107,23.4,6,4,10,6,0,0,1,0,6.5,6.5,4.9,11.4,53,126,127,0.43,0.49,1855,"se SWE","MF,FW","fr Ligue 1",22,2002,23.4,6,28,12,42.9,1.2,0.51,0.21,0.5,12.4,1,0,0,6.5,6.5,0.23,-0.5,-0.5,1855,"se SWE","MF,FW","fr Ligue 1",22,2002,23.4,643,812,79.2,9577,2783,4,4.9,4.7,-0.9,37,74,39,2,126,1855,"se SWE","MF,FW","fr Ligue 1",22,2002,23.4,812,721,89,14,10,1,66,9,55,21,26,0,643,2,13,1855,"se SWE","MF,FW","fr Ligue 1",22,2002,23.4,85,3.63,61,16,2,4,1,1,17,0.73,1855,"se SWE","MF,FW","fr Ligue 1",22,2002,23.4,20,13,6,12,2,22,36.4,14,24,3,21,7,27,18,0,1855,"se SWE","MF,FW","fr Ligue 1",22,2002,23.4,992,22,141,471,393,73,992,40,19,47.5,19,47.5,557,2735,1563,53,41,15,20,15,690,127,2286,"se SWE","MF,FW","fr Ligue 1",22,2002,31,2107,68,68.9,23.4,26,77,4,5,21,1,1.77,38,32,6,0.26,-0.31,36.2,40.7,-4.5,-0.19,1855,"se SWE","MF,FW","fr Ligue 1",22,2002,23.4,1,0,0,9,17,1,66,7,13,0,0,0,71,3,11,21.4,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579928,"sebastian-nanasi","Sebastian Nanasi (579928)","https://img.a.transfermarkt.technology/portrait/header/579928-1732576164.png","Algot Sebastian Nanasi","2002-05-16","Kristianstad","Sweden",178,"Sweden  Hungary","True","Midfield - Left Midfield","Midfield","right",667,"RC Strasbourg Alsace","2024-08-23","2029-06-30","","http://www.instagram.com/sebastiannanasi/",NA,"Relatives","","",NA,"","","","","","","","","","2025-06-02",1.8e+07,2025-06-02
"Samuel Grandsir",1055,"fr FRA","MF","Le Havre","fr Ligue 1",27,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0,0,0.6,0.6,5,6,5,0,0.67,1055,"fr FRA","MF,FW","fr Ligue 1",27,1996,0.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1055,"fr FRA","MF,FW","fr Ligue 1",27,1996,0.9,20,32,62.5,357,133,0,0.6,0.3,-0.6,3,8,2,1,6,1055,"fr FRA","MF,FW","fr Ligue 1",27,1996,0.9,32,28,4,1,1,0,5,1,2,2,0,0,20,0,1,1055,"fr FRA","MF,FW","fr Ligue 1",27,1996,0.9,4,4.29,2,1,0,0,0,1,0,0,1055,"fr FRA","MF,FW","fr Ligue 1",27,1996,0.9,5,5,0,3,2,3,66.7,1,2,0,2,0,5,0,0,1055,"fr FRA","MF,FW","fr Ligue 1",27,1996,0.9,42,0,4,22,16,0,42,2,0,0,2,100,24,182,102,5,0,0,0,1,23,5,1309,"fr FRA","MF,FW","fr Ligue 1",27,1996,6,84,14,2.7,0.9,0,NA,0,6,14,9,0.5,1,8,-7,-7.5,-6.77,0.9,2.6,-1.7,-1.83,1055,"fr FRA","MF,FW","fr Ligue 1",27,1996,0.9,0,0,0,2,0,0,5,0,5,0,0,0,9,0,1,0,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432772,"samuel-grandsir","Samuel Grandsir (432772)","https://img.a.transfermarkt.technology/portrait/header/432772-1646080113.JPG","","1996-08-14","Evreux","France",170,"France  Senegal","True","Attack - Right Winger","Attack","right",515,"Without Club","2025-07-01","","New Balance","http://www.instagram.com/fistonsam/",NA,"","","",NA,"","","","","","","","","","2025-06-01",8e+05,2025-06-01
"Saïmon Bouabré",366,"fr FRA","MF","Monaco","fr Ligue 1",18,2006,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,366,"fr FRA","MF,FW","fr Ligue 1",18,2006,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,366,"fr FRA","MF,FW","fr Ligue 1",18,2006,1.1,20,29,69,318,67,0,0,0,0,0,2,1,0,2,366,"fr FRA","MF,FW","fr Ligue 1",18,2006,1.1,29,29,0,0,0,0,0,0,0,0,0,0,20,0,1,366,"fr FRA","MF,FW","fr Ligue 1",18,2006,1.1,1,0.93,1,0,0,0,0,0,1,0.93,366,"fr FRA","MF,FW","fr Ligue 1",18,2006,1.1,1,0,0,1,0,3,0,3,1,0,1,0,1,0,0,366,"fr FRA","MF,FW","fr Ligue 1",18,2006,1.1,36,2,7,18,11,1,36,2,0,0,1,50,27,156,69,3,3,1,2,2,29,5,452,"fr FRA","MF,FW","fr Ligue 1",18,2006,3,97,32,3.2,1.1,1,61,0,2,18,4,0.33,2,4,-2,-1.86,-2.58,1.6,1.8,-0.2,-0.21,366,"fr FRA","MF,FW","fr Ligue 1",18,2006,1.1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,3,0,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955356,"saimon-bouabre","Saïmon Bouabré (955356)","https://img.a.transfermarkt.technology/portrait/header/955356-1693947953.png","Saïmon Nadélia Bouabré","2006-06-01","Saint-Étienne","France",174,"France  Cote d'Ivoire","True","Midfield - Attacking Midfield","Midfield","right",34911,"NEOM SC","2025-08-02","2030-06-30","adidas","http://www.instagram.com/saimon.nb/",9895,"LF360","","",NA,"","","/neom-sc-u21/startseite/verein/132493","NEOM SC U21","","","","","","2025-06-02",3e+05,2025-06-02
"Saïd Benrahma",301,"dz ALG","FW","Lyon","fr Ligue 1",28,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,2,2,2.1,4,41,32,109,0.49,0.49,301,"dz ALG","FW,MF","fr Ligue 1",28,1995,8.2,1,17,4,23.5,2.08,0.49,0.06,0.25,20.2,1,0,0,2,2,0.12,-1,-1,301,"dz ALG","FW,MF","fr Ligue 1",28,1995,8.2,258,358,72.1,3787,1234,3,2.1,2.7,0.9,14,21,19,3,32,301,"dz ALG","FW,MF","fr Ligue 1",28,1995,8.2,358,334,20,6,1,2,43,2,12,4,6,0,258,4,11,301,"dz ALG","FW,MF","fr Ligue 1",28,1995,8.2,27,3.31,17,7,3,0,0,0,6,0.74,301,"dz ALG","FW,MF","fr Ligue 1",28,1995,8.2,9,5,4,4,1,10,30,7,6,0,6,3,12,2,0,301,"dz ALG","FW,MF","fr Ligue 1",28,1995,8.2,447,2,44,169,240,34,447,29,8,27.6,20,69,286,1930,956,41,20,15,15,11,346,109,369,"dz ALG","FW,MF","fr Ligue 1",28,1995,13,735,57,24,8.2,9,74,2,4,17,3,1.46,12,10,2,0.24,-0.41,12.8,10.4,2.4,0.29,301,"dz ALG","FW,MF","fr Ligue 1",28,1995,8.2,0,0,0,6,6,6,43,3,5,0,0,0,32,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290532,"said-benrahma","Saïd Benrahma (290532)","https://img.a.transfermarkt.technology/portrait/header/290532-1686212081.jpg","محمد سعيد بن رحمة","1995-08-10","Aïn Témouchent","Algeria",172,"Algeria  France","True","Attack - Left Winger","Attack","right",34911,"NEOM SC","2025-07-03","2027-06-30","","http://www.instagram.com/saidbenrahma11/",NA,"","","",NA,"","","","","","","","","","2025-06-23",1e+07,2025-06-23
"Rudy Matondo",1673,"fr FRA","MF","Auxerre","fr Ligue 1",16,2008,5,0,66,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1673,"fr FRA","MF","fr Ligue 1",16,2008,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1673,"fr FRA","MF","fr Ligue 1",16,2008,0.7,22,24,91.7,340,65,0,0,0,0,0,0,0,0,2,1673,"fr FRA","MF","fr Ligue 1",16,2008,0.7,24,23,1,0,0,0,0,1,0,0,0,0,22,0,1,1673,"fr FRA","MF","fr Ligue 1",16,2008,0.7,0,0,0,0,0,0,0,0,0,0,1673,"fr FRA","MF","fr Ligue 1",16,2008,0.7,1,1,1,0,0,1,0,1,0,0,0,0,1,2,0,1673,"fr FRA","MF","fr Ligue 1",16,2008,0.7,29,2,6,18,5,0,29,1,0,0,1,100,22,109,48,1,0,0,1,0,21,1,2055,"fr FRA","MF","fr Ligue 1",16,2008,5,66,13,2.2,0.7,0,NA,0,5,13,1,1.2,1,4,-3,-4.09,-4.09,0.5,2,-1.5,-2.03,1673,"fr FRA","MF","fr Ligue 1",16,2008,0.7,1,0,0,4,3,0,0,0,1,0,0,0,2,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241211,"rudy-matondo","Rudy Matondo (1241211)","https://img.a.transfermarkt.technology/portrait/header/1241211-1750676329.jpg","Rudy Nzingoula Matondo","2008-03-13","Évry-Courcouronnes","France",180,"France  Congo","True","Midfield - Central Midfield","Midfield","right",290,"AJ Auxerre","2025-07-01","2028-06-30","","",NA,"","","2025-06-21",NA,"","","","","","","","","","2025-06-02",3e+05,2025-06-02
"Ruben Aguilar",49,"fr FRA","DF","Lens","fr Ligue 1",31,1993,16,13,1124,12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.24,0.21,49,"fr FRA","DF,MF","fr Ligue 1",31,1993,12.5,1,11,3,27.3,0.88,0.24,0.09,0.33,16,0,0,0,0.8,0.8,0.07,0.2,0.2,49,"fr FRA","DF,MF","fr Ligue 1",31,1993,12.5,677,843,80.3,9523,4115,2,1.9,1.4,0.1,11,44,21,6,74,49,"fr FRA","DF,MF","fr Ligue 1",31,1993,12.5,843,706,132,10,2,4,47,122,0,0,0,0,677,5,29,49,"fr FRA","DF,MF","fr Ligue 1",31,1993,12.5,26,2.08,24,0,0,2,0,0,5,0.4,49,"fr FRA","DF,MF","fr Ligue 1",31,1993,12.5,34,18,17,12,5,39,61.5,15,25,3,22,13,47,23,0,49,"fr FRA","DF,MF","fr Ligue 1",31,1993,12.5,996,27,253,430,320,30,996,21,9,42.9,9,42.9,518,2371,1309,32,21,5,19,6,612,101,62,"fr FRA","DF,MF","fr Ligue 1",31,1993,16,1124,70,36.7,12.5,13,84,5,3,12,3,1.69,17,12,5,0.4,0.49,17.3,15.8,1.5,0.12,49,"fr FRA","DF,MF","fr Ligue 1",31,1993,12.5,4,0,0,14,15,5,47,13,18,0,0,0,79,10,16,38.5,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203746,"ruben-aguilar","Ruben Aguilar (203746)","https://img.a.transfermarkt.technology/portrait/header/203746-1614090581.jpg","","1993-04-26","Grenoble","France",172,"France  Spain","True","Defender - Right-Back","Defender","right",826,"RC Lens","2023-09-01","2028-06-30","Puma","http://www.instagram.com/ruben_a25/",7095,"One Team Football","","2025-05-16",NA,"","","","","","","","","","2025-06-02",3500000,2025-06-02
"Romain Faivre",874,"fr FRA","MF","Brest","fr Ligue 1",26,1998,20,10,899,10,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.4,0.45,874,"fr FRA","MF,FW","fr Ligue 1",26,1998,10,3,18,9,50,1.8,0.9,0.11,0.22,16.9,0,1,1,2.6,1.8,0.11,0.4,0.2,874,"fr FRA","MF,FW","fr Ligue 1",26,1998,10,311,379,82.1,4587,1209,2,1.9,1.8,0.1,10,34,8,1,44,874,"fr FRA","MF,FW","fr Ligue 1",26,1998,10,379,349,29,7,4,0,26,4,17,11,4,0,311,1,8,874,"fr FRA","MF,FW","fr Ligue 1",26,1998,10,33,3.3,19,5,3,1,4,1,4,0.4,874,"fr FRA","MF,FW","fr Ligue 1",26,1998,10,13,10,4,5,4,10,50,5,8,0,8,4,17,3,1,874,"fr FRA","MF,FW","fr Ligue 1",26,1998,10,479,2,58,231,198,34,478,42,17,40.5,22,52.4,310,2050,928,24,23,9,13,7,355,49,1074,"fr FRA","MF,FW","fr Ligue 1",26,1998,20,899,45,29.4,10,10,71,0,10,19,4,1.4,16,15,1,0.1,0.43,16,18.3,-2.3,-0.23,874,"fr FRA","MF,FW","fr Ligue 1",26,1998,10,2,0,0,6,23,1,26,4,10,0,0,0,42,7,10,41.2,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555076,"romain-faivre","Romain Faivre (555076)","https://img.a.transfermarkt.technology/portrait/header/555076-1672831296.jpg","","1998-07-14","Asnières-sur-Seine","France",180,"France  Algeria","True","Midfield - Attacking Midfield","Midfield","left",28844,"Al-Taawoun FC","2025-09-10","2026-06-30","","http://twitter.com/RomainFaivreoff",13098,"Goalactic","","",989,"AFC Bournemouth","2028-06-30","","","","","","","","2025-06-02",6e+06,2025-06-02
"Romain Del Castillo",690,"fr FRA","FW","Brest","fr Ligue 1",28,1996,26,14,1259,14,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,0.5,0.58,690,"fr FRA","FW","fr Ligue 1",28,1996,14,6,17,8,47.1,1.22,0.57,0.18,0.38,19.7,0,3,4,4.7,1.5,0.09,1.3,1.5,690,"fr FRA","FW","fr Ligue 1",28,1996,14,480,688,69.8,8019,2803,4,3.4,4.1,0.6,37,44,26,11,61,690,"fr FRA","FW","fr Ligue 1",28,1996,14,688,592,92,34,3,7,103,17,39,17,19,0,480,4,27,690,"fr FRA","FW","fr Ligue 1",28,1996,14,67,4.79,33,24,2,3,4,1,9,0.64,690,"fr FRA","FW","fr Ligue 1",28,1996,14,31,22,9,13,9,32,59.4,13,16,0,16,6,37,5,0,690,"fr FRA","FW","fr Ligue 1",28,1996,14,840,6,69,392,393,41,836,44,19,43.2,25,56.8,438,2190,951,29,26,7,36,17,565,106,857,"fr FRA","FW","fr Ligue 1",28,1996,26,1259,48,41.1,14,14,73,2,12,20,0,1.35,19,29,-10,-0.71,-0.86,17.8,24.9,-7.1,-0.51,690,"fr FRA","FW","fr Ligue 1",28,1996,14,0,0,0,11,17,0,103,6,22,0,0,0,73,8,12,40,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353399,"romain-del-castillo","Romain Del Castillo (353399)","https://img.a.transfermarkt.technology/portrait/header/353399-1593964996.jpg","","1996-03-29","Lyon","France",172,"France  Spain","True","Attack - Right Winger","Attack","left",3911,"Stade Brestois 29","2021-08-31","2027-06-30","","http://x.com/delcass69",2641,"score agencies","","2023-11-17",NA,"","","","","","","","","","2025-06-02",7e+06,2025-06-02
"Robinio Vaz",2682,"fr FRA","FW","Marseille","fr Ligue 1",17,2007,2,0,75,0.8,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,3,0,6,0,0.61,2682,"fr FRA","FW","fr Ligue 1",17,2007,0.8,0,2,0,0,2.4,0,0,NA,9.7,0,0,0,0.5,0.5,0.25,-0.5,-0.5,2682,"fr FRA","FW","fr Ligue 1",17,2007,0.8,2,8,25,27,0,0,0,0.1,0,0,0,0,0,0,2682,"fr FRA","FW","fr Ligue 1",17,2007,0.8,8,8,0,0,0,0,1,0,0,0,0,0,2,0,0,2682,"fr FRA","FW","fr Ligue 1",17,2007,0.8,3,3.6,0,0,0,0,2,1,2,2.4,2682,"fr FRA","FW","fr Ligue 1",17,2007,0.8,1,1,0,0,1,2,0,2,0,0,0,0,1,2,0,2682,"fr FRA","FW","fr Ligue 1",17,2007,0.8,20,1,2,1,17,9,20,1,0,0,1,100,12,79,34,3,0,2,1,1,14,6,3301,"fr FRA","FW","fr Ligue 1",17,2007,2,75,38,2.5,0.8,0,NA,0,2,38,2,0.5,1,0,1,1.2,0.42,2.9,0.7,2.2,2.6,2682,"fr FRA","FW","fr Ligue 1",17,2007,0.8,1,0,0,1,4,0,1,0,1,1,0,0,1,2,2,50,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131161,"robinio-vaz","Robinio Vaz (1131161)","https://img.a.transfermarkt.technology/portrait/header/1131161-1736933666.jpg","","2007-02-17","Mantes-la-Jolie","France",185,"France  Guinea-Bissau","True","Attack - Centre-Forward","Attack","right",244,"Olympique Marseille","2025-07-01","2028-06-30","","http://www.instagram.com/robinio782/",NA,"","","2025-04-16",NA,"","","","","","","","","","2025-06-02",150000,2025-06-02
"Rémy Labeau Lascary",1432,"gp GLP","FW","Lens","fr Ligue 1",21,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,2.5,2.5,1.1,3.6,17,7,71,0.42,0.51,1432,"gp GLP","FW,MF","fr Ligue 1",21,2003,7.1,2,14,5,35.7,1.98,0.71,0.14,0.4,13.2,0,0,0,2.5,2.5,0.18,-0.5,-0.5,1432,"gp GLP","FW,MF","fr Ligue 1",21,2003,7.1,127,174,73,1772,335,1,1.1,0.6,-0.1,7,7,9,6,7,1432,"gp GLP","FW,MF","fr Ligue 1",21,2003,7.1,174,167,5,0,1,1,19,1,0,0,0,0,127,2,3,1432,"gp GLP","FW,MF","fr Ligue 1",21,2003,7.1,20,2.83,10,0,7,2,1,0,5,0.71,1432,"gp GLP","FW,MF","fr Ligue 1",21,2003,7.1,16,10,7,6,3,11,45.5,6,5,0,5,1,17,7,0,1432,"gp GLP","FW,MF","fr Ligue 1",21,2003,7.1,275,3,37,92,151,31,275,26,12,46.2,13,50,162,900,355,17,7,9,32,7,198,71,1769,"gp GLP","FW,MF","fr Ligue 1",21,2003,14,637,46,20.8,7.1,6,72,1,8,26,0,1.64,13,9,4,0.57,0.6,13.7,7.7,6,0.85,1432,"gp GLP","FW,MF","fr Ligue 1",21,2003,7.1,5,0,0,23,9,10,19,1,10,0,0,0,21,6,7,46.2,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917778,"remy-labeau-lascary","Rémy Labeau Lascary (917778)","https://img.a.transfermarkt.technology/portrait/header/917778-1676913774.jpg","","2003-03-03","Les Abymes","France",184,"France  Guadeloupe","True","Attack - Centre-Forward","Attack","right",3911,"Stade Brestois 29","2025-08-31","2026-06-30","","",4961,"FAIR SPORT MNG","","",826,"RC Lens","2028-06-30","","","","","","","","2025-06-02",2e+06,2025-06-02
